path,file_size_bytes,total_sheets,has_vba,domain,project_number,status
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/BOM/Upper and Lower Assembly Drawing Status 6.1.10.xls,17408,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/1000 Mad Dog Riser/3824-CAL-1001-1 (Mad Dog Hang Off Model).xls,56832,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/1000 Mad Dog Riser/3824-CAL-1002-1 (Current Profiles).xls,175104,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/1000 Mad Dog Riser/3824-CAL-1002-2 (Return Period Current Profiles).xls,68096,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/1000 Mad Dog Riser/3824-CAL-1004 (Mad Dog Hang Off - Wave Fatigue ANL and DAT Generator).xls,190464,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/1000 Mad Dog Riser/3824-CAL-1005 (Mad Dog Hang Off - JONSWAP Lod Files for Wave Fatigue).xls,98816,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/1000 Mad Dog Riser/3824-CAL-1007 (May-Aug Wave Scatter Diagram and Run Windows for Fatigue).xls,63488,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/1000 Mad Dog Riser/3824-CAL-1008-1 (Mad Dog Containment Riser with Hose).xls,65024,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/1000 Mad Dog Riser/3824-CAL-1009-1 (Mad Dog Running retrieval Models).xls,76288,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/1000 Mad Dog Riser/3824-CAL-1010-1 (Mass per unit length Calculation with Coil Tubing).xls,653312,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2003-01 (Mad Dog Hang Off - Tether Model).xls,62976,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2006-01 (Mad Dog Tether Riser Model +Flexible).xls,83456,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2011-01 (Mad Dog Tether Riser Model+Flexible+Flare).xls,92672,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2012 (Mad Dog Hang Off with Flexible Hose - Wave Fatigue ANL and DAT Generator).xls,202240,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2013-01 (Drill Pipe+Funnel Model Properties).xls,109056,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2014-01 (Drill Pipe+Genesis Aircan Properties).xls,109056,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2014-02 (Drill Pipe+Genesis Aircan Properties).xls,122368,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2014-03 (Single Pipe Free Standing Riser - Refined Properties).xls,35328,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2015-01 (Drill Pipe+Genesis Aircan Shear7 Model).xls,123392,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2015-01 (Top Assembly Strength Check).xls,534016,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2015-02 (Drill Pipe+Genesis Aircan Shear7 Model).xls,121856,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2015-03 (Drill Pipe+Genesis Aircan Shear7 Model).xls,121856,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2015-04 (Drill Pipe+Genesis Aircan Shear7 Model).xls,123392,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2016-01 (Lazy Wave Spreadsheet for TSJ).xls,7566336,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2017-01 (SCR Spreadsheet for TSJ).xls,723968,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2018-1 (DEN Drilling Riser Stackup - No Aircan).xls,1489920,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2018-1 (DEN Drilling Riser Stackup - One Aircan).xls,1441280,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2019-1 (Subsea_Jumper_Properties).xlsx,27152,2,False,jumper,3824,ok
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2019-2 (Subsea_Jumper_Properties).xlsx,553101,5,False,jumper,3824,ok
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2019-3 (Subsea_Jumper_Properties).xlsx,724921,6,False,jumper,3824,ok
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2020-1 (Subsea_Jumper_Bend_Radius).xlsx,144926,0,False,jumper,3824,error: AttributeError: 'Chartsheet' object has no attribute 'max_row'
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2021-01 (Rev 6 Single Aircan Shear7 Model).xls,130560,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2021-02 (Rev 6 Single Aircan Distributed Buoyancy Shear7 Model).xls,158720,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2021-03 (Rev 6 Single Aircan All At top Buoyancy Shear7 Model).xls,158720,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2021-04 (Rev 6 Single Aircan 2 Bare Jts below Aircan Shear7 Model).xls,162304,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2021-05 (Rev 7 Single Pipe Free Standing Containment Riser Shear7 Model).xls,183296,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2022-1 (Subsea_Jumper_Bend_Radius Optimization).xlsx,132353,0,False,jumper,3824,error: AttributeError: 'Chartsheet' object has no attribute 'max_row'
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2022-1 BSR Stiffness Profile for surface jumper.xls,87040,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2022-2 BSR Stiffness Profile for surface jumper.xls,87040,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2023-01 (Single Aircan & Foam Buoyancy Model Properties).xls,123392,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2024-1 Buoyancy Elevation and Parameters of Surface Jumpers.xls,206848,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2024-2 Buoyancy Elevation and Parameters of 6in Surface Jumpers.xls,147456,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/3824-CAL-2025-01 (TP Chute - Spring Calculations).xls,30208,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/Adam.xls,353280,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2000 Single Pipe Free Standing Containment Riser/CN Stress check.xls,28672,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/1003-CAL-0016-3 20Te Lift Lug.xls,102912,0,False,riser,1003,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/1003-CAL-2154-2 Upper Flexible Forging-Plate Bolting.xls,123904,0,False,riser,1003,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-0042-01 Chain Wear Calculation.xls,13735936,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2018-01 (Polyurethene Elastomer-60D Stress-Strain).xls,54272,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2022-1 BSR Stiffness Profile for surface jumper.xls,87040,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2023-01 (Bottom Gooseneck Strength Check).xls,304640,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2101-01 (Mad Dog, Drill Pipe Weights).xls",45568,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2101-02 (Mad Dog, Drill Pipe Weights, Flexcom Properties).xls",377344,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2101-03 (Mad Dog, Drill Pipe Weights, Flexcom Properties).xls",377856,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2101-04 (Aircan Reqirements, Stackup Flexcom Properties).xls",430592,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2102-01 (PIP Riser Stackup with 3 surface jumpers).xls,305152,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2102-02 (PIP Riser Stackup with 2 surface jumpers).xls,318464,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2102-03 (PIP Riser Stackup with 2 surface jumpers).xls,318464,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2103-01 (PIP Riser Stackup with 2 vessels).xls,301568,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2103-02 (Subsea_Jumper_Properties).xlsx,818896,6,False,jumper,3824,ok
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2104-01 (Base Jumper Configuration).xlsx,21394,3,False,jumper,3824,ok
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2105-01 (PIP Free Standing Containment Riser Shear7 Model).xls,163840,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2105-02 (PIP Free Standing Containment Riser Shear7 Model).xls,147456,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2105-03 (PIP Free Standing Containment Riser Shear7 Model).xls,147968,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2106-01 (BW Carmen RAOs).xls,408576,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2107-01 (Bend Stiffener Profile at FSR end).xls,77312,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2107-02 (Bend Stiffener Profile at FSR end).xls,54272,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2108-01 (Main SBM Aircan Padeye Sizing) (CHECKED).xls,1829888,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2108-02 (Main SBM Aircan Padeye Sizing).xls,1912832,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2109-01 Vessel Offset calcs.xls,43520,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2110-01 (Disconnectable Buoy Sizing).xls,4102144,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2111-01 (Pipe in Pipe Free Standing Riser Flexcom Weight Verification).xls,638976,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2111-02 (Pipe in Pipe Free Standing Riser Flexcom Weight Verification).xls,642560,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2111-1 (Subsea Jumper Model).xlsx,109332,10,False,jumper,3824,ok
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2112-1 (Subsea_Jumper_Bend_Radius).xlsx,150612,0,False,jumper,3824,error: AttributeError: 'Chartsheet' object has no attribute 'max_row'
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2112-2 (Subsea_Jumper_Bend_Radius).xlsx,252844,0,False,jumper,3824,error: AttributeError: 'Chartsheet' object has no attribute 'max_row'
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2113-01 (PIP Riser Stackup with 2 mixed aircans and 2 jumpers).xls,303616,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2114-1 Weight Budget.xls,177664,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2114-2 Weight Budget.xls,1272832,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2114-3 Weight Budget.xls,1207808,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2114-4 Weight Budget (DRAFT).xls,1219584,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2114-5 Weight Budget (DRAFT).xls,1241600,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2114-6 Weight Budget (as Included in the Global Analysis Report).xls,169984,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2114-7 Weight Budget (as Included in the Global Analysis Report).xls,175104,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2115-1 (PIP Riser Stackup with a 4inch surface jumper).xls,300544,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2116 Chain and Shackles.xls,38400,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2116-2 Chain Tether Checks.xls,39936,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2116-3 Chain Tether Checks.xls,42496,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2117-1 (PIP Riser Stackup with BUOY).xls,316928,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2118-01 (Aircan Tension Joint Sizing API RP 2A) (CHECKED).xls,125440,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2119-01 (Intallation VIV for PIP Riser Stackup with 2 mixed aircans and relayed jumpers).xls,837120,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2120-01 (SBM Aircan Setdown Curve) (CHECKED).xls,329728,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2120-02 (SBM Aircan Setdown Curve).xls,1650176,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2121-01 (PIP Riser Stackup with 2 mixed aircans and relayed jumpers).xls,312320,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2121-02 (PIP Riser Stackup with 2 mixed aircans and relayed jumpers, 100ft chain).xls",311296,0,False,jumper,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2122-01 (Dril-Quip Aircan Padeye Sizing) (NOT USED).xls,1006080,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2123-01 Riser Stackup SL.xls,93696,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2123-01 Riser Stackup.xls,142848,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2123-02 Riser Stackup.xls,148480,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/3824-containment-riser/CAL/2100 PIP Free Standing Containment Riser/3824-CAL-2123-03 Riser Stackup.xls,150528,0,False,riser,3824,"ok (valid BIFF binary, xlrd needed for details)"
